pl_name,hostname,default_flag,sy_snum,sy_pnum,discoverymethod,pl_orbper,pl_orbsmax,pl_rade,pl_radj,pl_orbeccen,pl_eqt,st_teff,st_rad,st_mass,habitability_class
Kepler-1380 b,Kepler-1380,0,1,1,Transit,10.3108232,0.0917,1.27,0.11330201,0.0,786.0,5708.0,0.893,0.967,Not-Habitable Terrestrial
Kepler-1380 b,Kepler-1380,0,1,1,Transit,10.3108245,0.0917,1.34,0.119547,0.0,786.0,5708.0,0.893,0.967,Not-Habitable Terrestrial
Kepler-1381 b,Kepler-1381,0,1,1,Transit,25.38413,0.173,2.4,0.21411403,0.0,643.0,6119.0,0.98,1.08,Not-Habitable Terrestrial
Kepler-1381 b,Kepler-1381,0,1,1,Transit,25.384175,0.1728,2.44,0.21768259,0.0,649.0,6137.0,0.994,1.067,Not-Habitable Terrestrial
Kepler-1381 b,Kepler-1381,0,1,1,Transit,25.3842686,0.1728,2.41,0.21500617,0.0,649.0,6137.0,0.994,1.067,Not-Habitable Terrestrial
Kepler-1381 b,Kepler-1381,0,1,1,Transit,25.3842686,0.1728,2.41,0.21500617,0.0,649.0,6137.0,0.994,1.067,Not-Habitable Terrestrial
Kepler-1381 b,Kepler-1381,0,1,1,Transit,25.3842686,0.1728,2.41,0.21500617,0.0,649.0,6137.0,0.994,1.067,Not-Habitable Terrestrial
Kepler-1382 b,Kepler-1382,0,1,1,Transit,16.3583055,0.1307,1.08,0.09635131,0.0,740.0,6046.0,1.007,1.111,Not-Habitable Terrestrial
Kepler-1382 b,Kepler-1382,0,1,1,Transit,16.3583482,0.1404,2.23,0.19894762,0.0,959.0,6133.0,1.765,1.377,Not-Habitable Terrestrial
Kepler-1382 b,Kepler-1382,0,1,1,Transit,16.3583055,0.1307,1.08,0.09635131,0.0,740.0,6046.0,1.007,1.111,Not-Habitable Terrestrial
Kepler-1382 b,Kepler-1382,0,1,1,Transit,16.35834,0.127,1.21,0.10794916,0.0,715.0,5983.0,0.93,1.029,Not-Habitable Terrestrial
Kepler-1382 b,Kepler-1382,0,1,1,Transit,16.3583055,0.1307,1.08,0.09635131,0.0,740.0,6046.0,1.007,1.111,Not-Habitable Terrestrial
Kepler-1383 b,Kepler-1383,0,1,1,Transit,13.9093583,0.1107,1.16,0.10348845,0.0,910.0,6279.0,1.194,0.932,Not-Habitable Terrestrial
Kepler-1383 b,Kepler-1383,0,1,1,Transit,13.9093583,0.1107,1.16,0.10348845,0.0,910.0,6279.0,1.194,0.932,Not-Habitable Terrestrial
Kepler-1383 b,Kepler-1383,0,1,1,Transit,13.9095,0.119,1.36,0.12133128,0.0,935.0,6327.0,1.33,1.16,Not-Habitable Terrestrial
Kepler-1383 b,Kepler-1383,0,1,1,Transit,13.9093583,0.1107,1.16,0.10348845,0.0,910.0,6279.0,1.194,0.932,Not-Habitable Terrestrial
Kepler-1383 b,Kepler-1383,0,1,1,Transit,13.9093544,0.1179,1.33,0.11865486,0.0,928.0,6052.0,1.424,1.128,Not-Habitable Terrestrial
Kepler-1384 b,Kepler-1384,0,1,1,Transit,15.36262753,0.1126,2.21,0.19716333,0.0,608.0,5011.0,0.851,0.806,Not-Habitable Terrestrial
Kepler-1384 b,Kepler-1384,0,1,1,Transit,15.3626052,0.1126,1.8,0.16058552,0.0,608.0,5011.0,0.851,0.806,Not-Habitable Terrestrial
Kepler-1384 b,Kepler-1384,0,1,1,Transit,15.36262753,0.1126,2.21,0.19716333,0.0,608.0,5011.0,0.851,0.806,Not-Habitable Terrestrial
Kepler-1384 b,Kepler-1384,0,1,1,Transit,15.36254,0.117,2.8,0.2497997,0.0,622.0,4828.0,1.0,0.91,Not-Habitable Terrestrial
Kepler-1384 b,Kepler-1384,0,1,1,Transit,15.36262753,0.1126,2.21,0.19716333,0.0,608.0,5011.0,0.851,0.806,Not-Habitable Terrestrial
Kepler-1385 b,Kepler-1385,0,1,1,Transit,2.88878583,0.0415,0.84,0.07493991,0.0,1423.0,5696.0,1.331,1.139,Not-Habitable Terrestrial
Kepler-1385 b,Kepler-1385,0,1,1,Transit,2.88879862,0.039,0.55,0.0490678,0.0,1187.0,5751.0,0.854,0.945,Not-Habitable Terrestrial
Kepler-1385 b,Kepler-1385,0,1,1,Transit,2.888796,0.039,0.56,0.04995994,0.0,1185.0,5739.0,0.85,0.963,Not-Habitable Terrestrial
Kepler-1385 b,Kepler-1385,0,1,1,Transit,2.88879862,0.039,0.55,0.0490678,0.0,1187.0,5751.0,0.854,0.945,Not-Habitable Terrestrial
Kepler-1385 b,Kepler-1385,0,1,1,Transit,2.88879862,0.039,0.55,0.0490678,0.0,1187.0,5751.0,0.854,0.945,Not-Habitable Terrestrial
Kepler-1386 b,Kepler-1386,0,1,1,Transit,6.73972381,0.0699,1.09,0.09724345,0.0,930.0,5770.0,0.933,1.001,Not-Habitable Terrestrial
Kepler-1386 b,Kepler-1386,0,1,1,Transit,6.739726,0.068,1.12,0.09991988,0.0,914.0,5706.0,0.9,0.926,Not-Habitable Terrestrial
Kepler-1386 b,Kepler-1386,0,1,1,Transit,6.73972381,0.0699,1.09,0.09724345,0.0,930.0,5770.0,0.933,1.001,Not-Habitable Terrestrial
Kepler-1386 b,Kepler-1386,0,1,1,Transit,6.73968289,0.068,1.48,0.13203698,0.0,1011.0,5511.0,1.176,0.92,Not-Habitable Terrestrial
Kepler-1386 b,Kepler-1386,0,1,1,Transit,6.73972381,0.0699,1.09,0.09724345,0.0,930.0,5770.0,0.933,1.001,Not-Habitable Terrestrial
Kepler-1387 b,Kepler-1387,0,1,1,Transit,2.279526656,0.031,0.93,0.08296919,0.0,1122.0,5017.0,0.797,0.76,Not-Habitable Terrestrial
Kepler-1387 b,Kepler-1387,0,1,1,Transit,2.279533,0.03,0.9,0.08029276,0.0,1078.0,4977.0,0.72,0.73,Not-Habitable Terrestrial
Kepler-1387 b,Kepler-1387,0,1,1,Transit,2.279526656,0.031,0.93,0.08296919,0.0,1122.0,5017.0,0.797,0.76,Not-Habitable Terrestrial
Kepler-1387 b,Kepler-1387,0,1,1,Transit,2.279523364,0.031,0.87,0.07761633,0.0,1123.0,5017.0,0.797,0.76,Not-Habitable Terrestrial
Kepler-1387 b,Kepler-1387,0,1,1,Transit,2.279526656,0.031,0.93,0.08296919,0.0,1122.0,5017.0,0.797,0.76,Not-Habitable Terrestrial
Kepler-1388 b,Kepler-1388,0,1,4,Transit,12.2854718,0.0882,2.21,0.19716333,0.0,434.0,3891.0,0.564,0.605,Not-Habitable Terrestrial
Kepler-1388 b,Kepler-1388,0,1,4,Transit,12.28549,0.084,2.6,0.23195686,0.0,471.0,3990.0,0.6,0.52,Not-Habitable Terrestrial
Kepler-1388 b,Kepler-1388,0,1,4,Transit,12.2854603,0.085,2.23,0.19894762,0.0,427.0,3903.0,0.523,0.541,Not-Habitable Terrestrial
Kepler-1388 b,Kepler-1388,0,1,4,Transit,12.2854603,0.085,2.23,0.19894762,0.0,427.0,3903.0,0.523,0.541,Not-Habitable Terrestrial
Kepler-1388 b,Kepler-1388,0,1,4,Transit,12.2854603,0.085,2.23,0.19894762,0.0,427.0,3903.0,0.523,0.541,Not-Habitable Terrestrial
Kepler-1388 c,Kepler-1388,0,1,4,Transit,5.53608151,0.05,1.96,0.17485979,0.0,557.0,3903.0,0.523,0.541,Not-Habitable Terrestrial
Kepler-1388 c,Kepler-1388,0,1,4,Transit,5.536068,0.049,2.3,0.20519261,0.0,616.0,3990.0,0.6,0.52,Not-Habitable Terrestrial
Kepler-1388 c,Kepler-1388,0,1,4,Transit,5.53608151,0.05,1.96,0.17485979,0.0,557.0,3903.0,0.523,0.541,Not-Habitable Terrestrial
Kepler-1388 c,Kepler-1388,0,1,4,Transit,5.53609368,0.0519,2.2,0.19627119,0.0,566.0,3891.0,0.564,0.605,Not-Habitable Terrestrial
Kepler-1388 c,Kepler-1388,0,1,4,Transit,5.53608151,0.05,1.96,0.17485979,0.0,557.0,3903.0,0.523,0.541,Not-Habitable Terrestrial
Kepler-1388 d,Kepler-1388,0,1,4,Transit,20.9568158,0.1214,2.43,0.21679045,0.0,357.0,3903.0,0.523,0.541,Semi-Habitable Terrestrial
Kepler-1388 d,Kepler-1388,0,1,4,Transit,20.9569985,0.126,2.38,0.21232974,0.0,363.0,3891.0,0.564,0.605,Semi-Habitable Terrestrial
Kepler-1388 d,Kepler-1388,0,1,4,Transit,20.9568158,0.1214,2.43,0.21679045,0.0,357.0,3903.0,0.523,0.541,Semi-Habitable Terrestrial
Kepler-1388 e,Kepler-1388,0,1,4,Transit,37.6333868,0.1861,2.25,0.2007319,0.0,299.0,3891.0,0.564,0.605,Habitable Terrestrial
Kepler-1388 e,Kepler-1388,0,1,4,Transit,37.6327084,0.1793,2.09,0.18645763,0.0,294.0,3903.0,0.523,0.541,Habitable Terrestrial
Kepler-1388 e,Kepler-1388,0,1,4,Transit,37.6327084,0.1793,2.09,0.18645763,0.0,294.0,3903.0,0.523,0.541,Habitable Terrestrial
Kepler-1389 b,Kepler-1389,0,1,1,Transit,99.2530951,0.3825,1.77,0.1579091,0.0,318.0,5129.0,0.754,0.756,Semi-Habitable Terrestrial
Kepler-1389 b,Kepler-1389,0,1,1,Transit,99.25095,0.387,1.64,0.14631125,0.0,302.0,5083.0,0.7,0.784,Habitable Terrestrial
Kepler-1389 b,Kepler-1389,0,1,1,Transit,99.2532336,0.3869,2.17,0.19359477,0.0,300.0,5010.0,0.715,0.798,Habitable Terrestrial
Kepler-1389 b,Kepler-1389,0,1,1,Transit,99.2530951,0.3825,1.77,0.1579091,0.0,318.0,5129.0,0.754,0.756,Semi-Habitable Terrestrial
Kepler-1389 b,Kepler-1389,0,1,1,Transit,99.2530951,0.3825,1.77,0.1579091,0.0,318.0,5129.0,0.754,0.756,Semi-Habitable Terrestrial
Kepler-139 b,Kepler-139,0,1,4,Transit,15.771019,0.126,2.63,0.23463329,0.0,758.0,5622.0,1.18,1.084,Not-Habitable Terrestrial
Kepler-139 b,Kepler-139,0,1,4,Transit,15.77111583,0.1249,2.73,0.24355471,0.0,768.0,5616.0,1.2,1.044,Not-Habitable Terrestrial
Kepler-139 b,Kepler-139,0,1,4,Transit,15.77111067,0.1242,2.62,0.23374115,0.0,752.0,5620.0,1.143,1.025,Not-Habitable Terrestrial
Kepler-139 b,Kepler-139,0,1,4,Transit,15.77111583,0.1249,2.73,0.24355471,0.0,768.0,5616.0,1.2,1.044,Not-Habitable Terrestrial
Kepler-139 b,Kepler-139,0,1,4,Transit,15.77111583,0.1249,2.73,0.24355471,0.0,768.0,5616.0,1.2,1.044,Not-Habitable Terrestrial
Kepler-139 c,Kepler-139,0,1,4,Transit,157.0654802,0.5781,2.81,0.25069184,0.0,357.0,5616.0,1.2,1.044,Not-Habitable Terrestrial
Kepler-139 c,Kepler-139,0,1,4,Transit,157.0659976,0.5749,2.63,0.23463329,0.0,350.0,5620.0,1.143,1.025,Not-Habitable Terrestrial
Kepler-139 c,Kepler-139,0,1,4,Transit,157.0654802,0.5781,2.81,0.25069184,0.0,357.0,5616.0,1.2,1.044,Not-Habitable Terrestrial
Kepler-139 c,Kepler-139,0,1,4,Transit,157.0702,0.586,2.8,0.2497997,0.0,351.0,5622.0,1.18,1.084,Not-Habitable Terrestrial
Kepler-139 c,Kepler-139,0,1,4,Transit,157.0654802,0.5781,2.81,0.25069184,0.0,357.0,5616.0,1.2,1.044,Not-Habitable Terrestrial
Kepler-139 d,Kepler-139,0,1,4,Transit,7.305699922,0.0748,1.95,0.17396765,0.0,992.0,5616.0,1.2,1.044,Not-Habitable Terrestrial
Kepler-139 d,Kepler-139,0,1,4,Transit,7.305699922,0.0748,1.95,0.17396765,0.0,992.0,5616.0,1.2,1.044,Not-Habitable Terrestrial
Kepler-139 d,Kepler-139,0,1,4,Transit,7.305699922,0.0748,1.95,0.17396765,0.0,992.0,5616.0,1.2,1.044,Not-Habitable Terrestrial
Kepler-139 d,Kepler-139,0,1,4,Transit,7.305706326,0.0744,2.11,0.18824192,0.0,972.0,5620.0,1.143,1.025,Not-Habitable Terrestrial
Kepler-139 d,Kepler-139,0,1,4,Transit,7.305685,0.076,2.15,0.19181048,0.0,976.0,5622.0,1.18,1.084,Not-Habitable Terrestrial
Kepler-1390 b,Kepler-1390,0,1,1,Transit,6.48021673,0.0647,0.92,0.08207704,0.0,872.0,5662.0,0.789,0.859,Not-Habitable Terrestrial
Kepler-1390 b,Kepler-1390,0,1,1,Transit,6.4802138,0.0662,1.26,0.11240986,0.0,934.0,5496.0,0.983,0.92,Not-Habitable Terrestrial
Kepler-1390 b,Kepler-1390,0,1,1,Transit,6.48021673,0.0647,0.92,0.08207704,0.0,872.0,5662.0,0.789,0.859,Not-Habitable Terrestrial
Kepler-1390 b,Kepler-1390,0,1,1,Transit,6.48021673,0.0647,0.92,0.08207704,0.0,872.0,5662.0,0.789,0.859,Not-Habitable Terrestrial
Kepler-1390 b,Kepler-1390,0,1,1,Transit,6.480178,0.067,1.1,0.0981356,0.0,891.0,5697.0,0.84,0.948,Not-Habitable Terrestrial
Kepler-1391 b,Kepler-1391,0,1,1,Transit,54.4092333,0.2796,1.36,0.12133128,0.0,464.0,5883.0,0.892,0.985,Not-Habitable Terrestrial
Kepler-1391 b,Kepler-1391,0,1,1,Transit,54.4092333,0.2796,1.36,0.12133128,0.0,464.0,5883.0,0.892,0.985,Not-Habitable Terrestrial
Kepler-1391 b,Kepler-1391,0,1,1,Transit,54.4092333,0.2796,1.36,0.12133128,0.0,464.0,5883.0,0.892,0.985,Not-Habitable Terrestrial
Kepler-1391 b,Kepler-1391,0,1,1,Transit,54.40972,0.281,1.48,0.13203698,0.0,463.0,5885.0,0.9,1.0,Not-Habitable Terrestrial
Kepler-1391 b,Kepler-1391,0,1,1,Transit,54.4099612,0.2768,1.56,0.13917412,0.0,513.0,5746.0,1.133,0.954,Not-Habitable Terrestrial
Kepler-1392 b,Kepler-1392,0,1,1,Transit,15.1410397,0.1189,2.04,0.18199692,0.0,714.0,5926.0,0.887,0.978,Not-Habitable Terrestrial
Kepler-1392 b,Kepler-1392,0,1,1,Transit,15.14112,0.121,2.2,0.19627119,0.0,664.0,5665.0,0.85,1.04,Not-Habitable Terrestrial
Kepler-1392 b,Kepler-1392,0,1,1,Transit,15.1410397,0.1189,2.04,0.18199692,0.0,714.0,5926.0,0.887,0.978,Not-Habitable Terrestrial
Kepler-1392 b,Kepler-1392,0,1,1,Transit,15.1408916,0.1189,1.93,0.17218336,0.0,714.0,5926.0,0.887,0.978,Not-Habitable Terrestrial
Kepler-1392 b,Kepler-1392,0,1,1,Transit,15.1410397,0.1189,2.04,0.18199692,0.0,714.0,5926.0,0.887,0.978,Not-Habitable Terrestrial
Kepler-1393 b,Kepler-1393,0,1,1,Transit,2.44357812,0.0344,0.7,0.06244992,0.0,1247.0,5771.0,0.825,0.905,Not-Habitable Terrestrial
Kepler-1393 b,Kepler-1393,0,1,1,Transit,2.443564,0.035,0.73,0.06512635,0.0,1272.0,5793.0,0.87,0.976,Not-Habitable Terrestrial
Kepler-1393 b,Kepler-1393,0,1,1,Transit,2.44357812,0.0344,0.7,0.06244992,0.0,1247.0,5771.0,0.825,0.905,Not-Habitable Terrestrial
Kepler-1393 b,Kepler-1393,0,1,1,Transit,2.44358543,0.0337,0.67,0.0597735,0.0,1249.0,5561.0,0.873,0.85,Not-Habitable Terrestrial
Kepler-1393 b,Kepler-1393,0,1,1,Transit,2.44357812,0.0344,0.7,0.06244992,0.0,1247.0,5771.0,0.825,0.905,Not-Habitable Terrestrial
Kepler-1394 b,Kepler-1394,0,1,1,Transit,3.937713,0.054,0.77,0.06869492,0.0,1585.0,6717.0,1.55,1.32,Not-Habitable Terrestrial
Kepler-1394 b,Kepler-1394,0,1,1,Transit,3.93766373,0.0536,0.75,0.06691063,0.0,1579.0,6712.0,1.525,1.331,Not-Habitable Terrestrial
Kepler-1394 b,Kepler-1394,0,1,1,Transit,3.93766373,0.0536,0.75,0.06691063,0.0,1579.0,6712.0,1.525,1.331,Not-Habitable Terrestrial
Kepler-1394 b,Kepler-1394,0,1,1,Transit,3.93766373,0.0536,0.75,0.06691063,0.0,1579.0,6712.0,1.525,1.331,Not-Habitable Terrestrial
Kepler-1394 b,Kepler-1394,0,1,1,Transit,3.93766786,0.0555,1.36,0.12133128,0.0,1947.0,6277.0,2.741,1.465,Not-Habitable Terrestrial
Kepler-1395 b,Kepler-1395,0,1,1,Transit,3.78470649,0.0519,1.18,0.10527273,0.0,1747.0,6461.0,1.95,1.302,Not-Habitable Terrestrial
Kepler-1395 b,Kepler-1395,0,1,1,Transit,3.7847507,0.0494,0.7,0.06244992,0.0,1311.0,6017.0,1.206,1.126,Not-Habitable Terrestrial
Kepler-1395 b,Kepler-1395,0,1,1,Transit,3.78470649,0.0519,1.18,0.10527273,0.0,1747.0,6461.0,1.95,1.302,Not-Habitable Terrestrial
Kepler-1395 b,Kepler-1395,0,1,1,Transit,3.784706,0.053,1.23,0.10973344,0.0,1746.0,6458.0,1.99,1.4,Not-Habitable Terrestrial
Kepler-1395 b,Kepler-1395,0,1,1,Transit,3.78470649,0.0519,1.18,0.10527273,0.0,1747.0,6461.0,1.95,1.302,Not-Habitable Terrestrial
Kepler-1396 b,Kepler-1396,0,1,1,Transit,18.2206024,0.1406,1.78,0.15880124,0.0,786.0,5951.0,1.262,1.117,Not-Habitable Terrestrial
Kepler-1396 b,Kepler-1396,0,1,1,Transit,18.2206421,0.1397,1.65,0.14720339,0.0,748.0,6241.0,1.031,1.088,Not-Habitable Terrestrial
Kepler-1396 b,Kepler-1396,0,1,1,Transit,18.2206421,0.1397,1.65,0.14720339,0.0,748.0,6241.0,1.031,1.088,Not-Habitable Terrestrial
Kepler-1396 b,Kepler-1396,0,1,1,Transit,18.2206421,0.1397,1.65,0.14720339,0.0,748.0,6241.0,1.031,1.088,Not-Habitable Terrestrial
Kepler-1396 b,Kepler-1396,0,1,1,Transit,18.22077,0.14,1.49,0.13292913,0.0,745.0,6238.0,1.03,1.114,Not-Habitable Terrestrial
Kepler-1397 b,Kepler-1397,0,1,1,Transit,47.44949,0.255,1.58,0.1409584,0.0,509.0,5905.0,0.97,0.982,Not-Habitable Terrestrial
Kepler-1397 b,Kepler-1397,0,1,1,Transit,47.449955,0.2451,1.37,0.12222342,0.0,499.0,5869.0,0.911,0.87,Not-Habitable Terrestrial
Kepler-1397 b,Kepler-1397,0,1,1,Transit,47.4497134,0.2602,1.61,0.14363483,0.0,551.0,6007.0,1.126,1.042,Not-Habitable Terrestrial
Kepler-1397 b,Kepler-1397,0,1,1,Transit,47.449955,0.2451,1.37,0.12222342,0.0,499.0,5869.0,0.911,0.87,Not-Habitable Terrestrial
Kepler-1397 b,Kepler-1397,0,1,1,Transit,47.449955,0.2451,1.37,0.12222342,0.0,499.0,5869.0,0.911,0.87,Not-Habitable Terrestrial
Kepler-1398 b,Kepler-1398,0,1,2,Transit,2.78815679,0.039,0.77,0.06869492,0.0,1382.0,6245.0,0.981,1.015,Not-Habitable Terrestrial
Kepler-1398 b,Kepler-1398,0,1,2,Transit,2.78815679,0.039,0.77,0.06869492,0.0,1382.0,6245.0,0.981,1.015,Not-Habitable Terrestrial
Kepler-1398 b,Kepler-1398,0,1,2,Transit,2.7881793,0.0392,1.02,0.09099846,0.0,1510.0,5758.0,1.385,1.029,Not-Habitable Terrestrial
Kepler-1398 b,Kepler-1398,0,1,2,Transit,2.788149,0.04,0.79,0.0704792,0.0,1417.0,6263.0,1.05,1.12,Not-Habitable Terrestrial
Kepler-1398 b,Kepler-1398,0,1,2,Transit,2.78815679,0.039,0.77,0.06869492,0.0,1382.0,6245.0,0.981,1.015,Not-Habitable Terrestrial
Kepler-1398 c,Kepler-1398,0,1,2,Transit,4.13827595,0.0508,0.84,0.07493991,0.0,1211.0,6245.0,0.981,1.015,Not-Habitable Terrestrial
Kepler-1398 c,Kepler-1398,0,1,2,Transit,4.13827684,0.051,1.13,0.10081202,0.0,1324.0,5758.0,1.385,1.029,Not-Habitable Terrestrial
Kepler-1398 c,Kepler-1398,0,1,2,Transit,4.138284,0.052,0.85,0.07583205,0.0,1243.0,6263.0,1.05,1.12,Not-Habitable Terrestrial
Kepler-1398 c,Kepler-1398,0,1,2,Transit,4.13827595,0.0508,0.84,0.07493991,0.0,1211.0,6245.0,0.981,1.015,Not-Habitable Terrestrial
Kepler-1398 c,Kepler-1398,0,1,2,Transit,4.13827595,0.0508,0.84,0.07493991,0.0,1211.0,6245.0,0.981,1.015,Not-Habitable Terrestrial
Kepler-1399 b,Kepler-1399,0,1,1,Transit,1.638652525,0.0276,1.29,0.11508629,0.0,1610.0,6119.0,0.981,1.039,Not-Habitable Terrestrial
Kepler-1399 b,Kepler-1399,0,1,1,Transit,1.638626,0.028,1.39,0.12400771,0.0,1521.0,5863.0,0.97,1.08,Not-Habitable Terrestrial
Kepler-1399 b,Kepler-1399,0,1,1,Transit,1.638653058,0.0276,1.31,0.11687057,0.0,1609.0,6119.0,0.981,1.039,Not-Habitable Terrestrial
Kepler-1399 b,Kepler-1399,0,1,1,Transit,1.638653058,0.0276,1.31,0.11687057,0.0,1609.0,6119.0,0.981,1.039,Not-Habitable Terrestrial
Kepler-1399 b,Kepler-1399,0,1,1,Transit,1.638653058,0.0276,1.31,0.11687057,0.0,1609.0,6119.0,0.981,1.039,Not-Habitable Terrestrial
Kepler-14 b,Kepler-14,0,2,1,Transit,6.790120801,0.0769,9.86,0.8796518,0.0,1434.0,6372.0,2.001,1.313,Hot Jupiters
Kepler-14 b,Kepler-14,0,2,1,Transit,6.790121599,0.0787,12.21,1.08930511,0.0,1445.0,6378.0,2.075,1.391,Hot Jupiters
Kepler-14 b,Kepler-14,0,2,1,Transit,6.790121599,0.0787,12.21,1.08930511,0.0,1445.0,6378.0,2.075,1.391,Hot Jupiters
Kepler-14 b,Kepler-14,0,2,1,Transit,6.790121599,0.0787,12.21,1.08930511,0.0,1445.0,6378.0,2.075,1.391,Hot Jupiters
Kepler-14 b,Kepler-14,0,2,1,Transit,6.790123,0.0771,12.621334,1.126,,1605.0,6395.0,2.09,1.318,Hot Jupiters
Kepler-14 b,Kepler-14,0,2,1,Transit,6.7901235,0.078,10.0,0.89214178,0.0,1290.0,6395.0,1.63,1.374,Hot Jupiters
Kepler-140 b,Kepler-140,0,1,2,Transit,3.254274054,0.045,1.35,0.12043914,0.0,1323.0,6167.0,1.064,1.149,Not-Habitable Terrestrial
Kepler-140 b,Kepler-140,0,1,2,Transit,3.254282,0.046,1.53,0.13649769,0.0,1378.0,6206.0,1.166,1.207,Not-Habitable Terrestrial
Kepler-140 b,Kepler-140,0,1,2,Transit,3.254274054,0.045,1.35,0.12043914,0.0,1323.0,6167.0,1.064,1.149,Not-Habitable Terrestrial
Kepler-140 b,Kepler-140,0,1,2,Transit,3.254277742,0.0443,1.38,0.12311557,0.0,1301.0,5945.0,1.089,1.092,Not-Habitable Terrestrial
Kepler-140 b,Kepler-140,0,1,2,Transit,3.254274054,0.045,1.35,0.12043914,0.0,1323.0,6167.0,1.064,1.149,Not-Habitable Terrestrial
Kepler-140 c,Kepler-140,0,1,2,Transit,91.3515867,0.4159,1.54,0.13738983,0.0,435.0,6167.0,1.064,1.149,Not-Habitable Terrestrial
Kepler-140 c,Kepler-140,0,1,2,Transit,91.3515867,0.4159,1.54,0.13738983,0.0,435.0,6167.0,1.064,1.149,Not-Habitable Terrestrial
Kepler-140 c,Kepler-140,0,1,2,Transit,91.3514816,0.409,1.57,0.14006626,0.0,428.0,5945.0,1.089,1.092,Not-Habitable Terrestrial
Kepler-140 c,Kepler-140,0,1,2,Transit,91.3525,0.423,1.68,0.14987982,0.0,455.0,6206.0,1.166,1.207,Not-Habitable Terrestrial
Kepler-140 c,Kepler-140,0,1,2,Transit,91.3515867,0.4159,1.54,0.13738983,0.0,435.0,6167.0,1.064,1.149,Not-Habitable Terrestrial
Kepler-1400 b,Kepler-1400,0,1,1,Transit,9.06687613,0.0771,1.9,0.16950694,0.0,725.0,5142.0,0.789,0.745,Not-Habitable Terrestrial
Kepler-1400 b,Kepler-1400,0,1,1,Transit,9.066878,0.083,2.3,0.20519261,0.0,729.0,4946.0,0.93,0.93,Not-Habitable Terrestrial
Kepler-1400 b,Kepler-1400,0,1,1,Transit,9.06689421,0.0771,1.63,0.14541911,0.0,726.0,5142.0,0.789,0.745,Not-Habitable Terrestrial
Kepler-1400 b,Kepler-1400,0,1,1,Transit,9.06689421,0.0771,1.63,0.14541911,0.0,726.0,5142.0,0.789,0.745,Not-Habitable Terrestrial
Kepler-1400 b,Kepler-1400,0,1,1,Transit,9.06689421,0.0771,1.63,0.14541911,0.0,726.0,5142.0,0.789,0.745,Not-Habitable Terrestrial
Kepler-1401 b,Kepler-1401,0,1,1,Transit,11.20066445,0.0975,1.37,0.12222342,0.0,808.0,6038.0,0.898,0.982,Not-Habitable Terrestrial
Kepler-1401 b,Kepler-1401,0,1,1,Transit,11.20066445,0.0975,1.37,0.12222342,0.0,808.0,6038.0,0.898,0.982,Not-Habitable Terrestrial
Kepler-1401 b,Kepler-1401,0,1,1,Transit,11.19948,0.1,1.23,0.10973344,0.0,826.0,6057.0,0.95,1.054,Not-Habitable Terrestrial
Kepler-1401 b,Kepler-1401,0,1,1,Transit,11.20058855,0.0975,1.7,0.1516641,0.0,808.0,6038.0,0.898,0.982,Not-Habitable Terrestrial
Kepler-1401 b,Kepler-1401,0,1,1,Transit,11.20066445,0.0975,1.37,0.12222342,0.0,808.0,6038.0,0.898,0.982,Not-Habitable Terrestrial
Kepler-1402 b,Kepler-1402,0,1,1,Transit,2.03387483,0.0322,1.6,0.14274268,0.0,1789.0,5282.0,1.899,1.075,Not-Habitable Terrestrial
Kepler-1402 b,Kepler-1402,0,1,1,Transit,2.033876,0.03,0.68,0.06066564,0.0,1210.0,5409.0,0.77,0.873,Not-Habitable Terrestrial
Kepler-1402 b,Kepler-1402,0,1,1,Transit,2.03387914,0.0301,0.73,0.06512635,0.0,1240.0,5437.0,0.804,0.877,Not-Habitable Terrestrial
Kepler-1402 b,Kepler-1402,0,1,1,Transit,2.03387914,0.0301,0.73,0.06512635,0.0,1240.0,5437.0,0.804,0.877,Not-Habitable Terrestrial
Kepler-1402 b,Kepler-1402,0,1,1,Transit,2.03387914,0.0301,0.73,0.06512635,0.0,1240.0,5437.0,0.804,0.877,Not-Habitable Terrestrial
Kepler-1403 b,Kepler-1403,0,1,1,Transit,5.19492747,0.064,2.03,0.18110478,0.0,1238.0,6415.0,1.224,1.293,Not-Habitable Terrestrial
Kepler-1403 b,Kepler-1403,0,1,1,Transit,5.19492202,0.0642,2.24,0.19983976,0.0,1251.0,6449.0,1.241,1.306,Not-Habitable Terrestrial
Kepler-1403 b,Kepler-1403,0,1,1,Transit,5.19492202,0.0642,2.24,0.19983976,0.0,1251.0,6449.0,1.241,1.306,Not-Habitable Terrestrial
Kepler-1403 b,Kepler-1403,0,1,1,Transit,5.19492202,0.0642,2.24,0.19983976,0.0,1251.0,6449.0,1.241,1.306,Not-Habitable Terrestrial
Kepler-1403 b,Kepler-1403,0,1,1,Transit,5.194928,0.061,2.1,0.18734977,0.0,1171.0,6337.0,1.07,1.15,Not-Habitable Terrestrial
Kepler-1404 b,Kepler-1404,0,1,1,Transit,15.9314739,0.114,1.89,0.1686148,0.0,606.0,5385.0,0.741,0.778,Not-Habitable Terrestrial
Kepler-1404 b,Kepler-1404,0,1,1,Transit,15.9314739,0.114,1.89,0.1686148,0.0,606.0,5385.0,0.741,0.778,Not-Habitable Terrestrial
Kepler-1404 b,Kepler-1404,0,1,1,Transit,15.9314412,0.1143,1.77,0.1579091,0.0,596.0,5380.0,0.721,0.786,Not-Habitable Terrestrial
